,target,text,num_characters,num_words,num_sentences,transformed_text,word_tokenize,pos,verbs,adjectives,nouns
1072,ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,160,36,4,fret buy ovul test strip send wont get til like march send postal,"['fret', 'buy', 'ovul', 'test', 'strip', 'send', 'wont', 'get', 'til', 'like', 'march', 'send', 'postal']","[('fret', 'JJ'), ('buy', 'NN'), ('ovul', 'JJ'), ('test', 'NN'), ('strip', 'NN'), ('send', 'VBP'), ('wont', 'JJ'), ('get', 'VBP'), ('til', 'NNS'), ('like', 'IN'), ('march', 'NN'), ('send', 'VBP'), ('postal', 'NN')]","['send', 'get', 'send']","['fret', 'ovul', 'wont']","['buy', 'test', 'strip', 'til', 'march', 'postal']"
1073,ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,73,18,2,gift tri get throw cliff someth,"['gift', 'tri', 'get', 'throw', 'cliff', 'someth']","[('gift', 'NN'), ('tri', 'NN'), ('get', 'VBP'), ('throw', 'VB'), ('cliff', 'NN'), ('someth', 'NN')]","['get', 'throw']",[],"['gift', 'tri', 'cliff', 'someth']"
1074,ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,106,25,4,ne thing interest good birthday u wrking nxt start uni today,"['ne', 'thing', 'interest', 'good', 'birthday', 'u', 'wrking', 'nxt', 'start', 'uni', 'today']","[('ne', 'JJ'), ('thing', 'NN'), ('interest', 'NN'), ('good', 'JJ'), ('birthday', 'NN'), ('u', 'IN'), ('wrking', 'VBG'), ('nxt', 'JJ'), ('start', 'NN'), ('uni', 'NNS'), ('today', 'NN')]",['wrking'],"['ne', 'good', 'nxt']","['thing', 'interest', 'birthday', 'start', 'uni', 'today']"
1075,ham,You busy or can I come by at some point and figure out what we're doing tomorrow,80,18,1,busi come point figur tomorrow,"['busi', 'come', 'point', 'figur', 'tomorrow']","[('busi', 'NN'), ('come', 'VB'), ('point', 'NN'), ('figur', 'NN'), ('tomorrow', 'NN')]",['come'],[],"['busi', 'point', 'figur', 'tomorrow']"
1076,ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",105,22,1,yeah go bore depress sittin waitin phone ring hope wind drop though scari,"['yeah', 'go', 'bore', 'depress', 'sittin', 'waitin', 'phone', 'ring', 'hope', 'wind', 'drop', 'though', 'scari']","[('yeah', 'RB'), ('go', 'VB'), ('bore', 'RB'), ('depress', 'JJ'), ('sittin', 'NN'), ('waitin', 'NN'), ('phone', 'NN'), ('ring', 'VBG'), ('hope', 'NN'), ('wind', 'IN'), ('drop', 'NN'), ('though', 'IN'), ('scari', 'NN')]","['go', 'ring']",['depress'],"['sittin', 'waitin', 'phone', 'hope', 'drop', 'scari']"
1077,ham,Black shirt n blue jeans... I thk i c �_...,43,12,2,black shirt n blue jean thk c,"['black', 'shirt', 'n', 'blue', 'jean', 'thk', 'c']","[('black', 'JJ'), ('shirt', 'NN'), ('n', 'JJ'), ('blue', 'JJ'), ('jean', 'NN'), ('thk', 'NN'), ('c', 'NN')]",[],"['black', 'n', 'blue']","['shirt', 'jean', 'thk', 'c']"
1078,ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,68,16,2,aiyah sorri lor watch tv watch forgot 2 check phone,"['aiyah', 'sorri', 'lor', 'watch', 'tv', 'watch', 'forgot', '2', 'check', 'phone']","[('aiyah', 'NN'), ('sorri', 'NN'), ('lor', 'NN'), ('watch', 'NN'), ('tv', 'NN'), ('watch', 'NN'), ('forgot', 'VBD'), ('2', 'CD'), ('check', 'NN'), ('phone', 'NN')]",['forgot'],[],"['aiyah', 'sorri', 'lor', 'watch', 'tv', 'watch', 'check', 'phone']"
1079,spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,159,29,3,messag import inform o2 user today lucki day 2 find log onto http fantast surpris await,"['messag', 'import', 'inform', 'o2', 'user', 'today', 'lucki', 'day', '2', 'find', 'log', 'onto', 'http', 'fantast', 'surpris', 'await']","[('messag', 'NN'), ('import', 'NN'), ('inform', 'NN'), ('o2', 'IN'), ('user', 'NN'), ('today', 'NN'), ('lucki', 'VBP'), ('day', 'NN'), ('2', 'CD'), ('find', 'NN'), ('log', 'NN'), ('onto', 'IN'), ('http', 'NN'), ('fantast', 'NN'), ('surpris', 'NN'), ('await', 'NN')]",['lucki'],[],"['messag', 'import', 'inform', 'user', 'today', 'day', 'find', 'log', 'http', 'fantast', 'surpris', 'await']"
1080,ham,on hen night. Going with a swing,32,8,2,hen night go swing,"['hen', 'night', 'go', 'swing']","[('hen', 'NN'), ('night', 'NN'), ('go', 'VBP'), ('swing', 'VBG')]","['go', 'swing']",[],"['hen', 'night']"
1081,ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",159,39,5,good afternoon love goe day woke earli onlin wait hmmm italian boy onlin see grin,"['good', 'afternoon', 'love', 'goe', 'day', 'woke', 'earli', 'onlin', 'wait', 'hmmm', 'italian', 'boy', 'onlin', 'see', 'grin']","[('good', 'JJ'), ('afternoon', 'NN'), ('love', 'VB'), ('goe', 'JJ'), ('day', 'NN'), ('woke', 'VBD'), ('earli', 'JJ'), ('onlin', 'JJ'), ('wait', 'NN'), ('hmmm', 'NN'), ('italian', 'JJ'), ('boy', 'NN'), ('onlin', 'NN'), ('see', 'VBP'), ('grin', 'NN')]","['love', 'woke', 'see']","['good', 'goe', 'earli', 'onlin', 'italian']","['afternoon', 'day', 'wait', 'hmmm', 'boy', 'onlin', 'grin']"
1082,ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,140,29,1,someon smoke everi time smoke last two week call text want smoke,"['someon', 'smoke', 'everi', 'time', 'smoke', 'last', 'two', 'week', 'call', 'text', 'want', 'smoke']","[('someon', 'NN'), ('smoke', 'VBD'), ('everi', 'JJ'), ('time', 'NN'), ('smoke', 'VBD'), ('last', 'JJ'), ('two', 'CD'), ('week', 'NN'), ('call', 'VBP'), ('text', 'NN'), ('want', 'VBP'), ('smoke', 'NN')]","['smoke', 'smoke', 'call', 'want']","['everi', 'last']","['someon', 'time', 'week', 'text', 'smoke']"
1083,ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),101,29,4,get headach tri figur u trust math promis,"['get', 'headach', 'tri', 'figur', 'u', 'trust', 'math', 'promis']","[('get', 'VB'), ('headach', 'NN'), ('tri', 'NN'), ('figur', 'NN'), ('u', 'JJ'), ('trust', 'NN'), ('math', 'NN'), ('promis', 'NN')]",['get'],['u'],"['headach', 'tri', 'figur', 'trust', 'math', 'promis']"
1084,ham,S s..first time..dhoni rocks...,31,9,1,first time dhoni rock,"['first', 'time', 'dhoni', 'rock']","[('first', 'JJ'), ('time', 'NN'), ('dhoni', 'NN'), ('rock', 'NN')]",[],['first'],"['time', 'dhoni', 'rock']"
1085,ham,Ok ill tell the company,23,5,1,ok ill tell compani,"['ok', 'ill', 'tell', 'compani']","[('ok', 'JJ'), ('ill', 'NN'), ('tell', 'VB'), ('compani', 'NN')]",['tell'],['ok'],"['ill', 'compani']"
1086,ham,"Awesome, think we can get an 8th at usf some time tonight?",58,14,1,awesom think get 8th usf time tonight,"['awesom', 'think', 'get', '8th', 'usf', 'time', 'tonight']","[('awesom', 'NN'), ('think', 'VBP'), ('get', 'VB'), ('8th', 'CD'), ('usf', 'JJ'), ('time', 'NN'), ('tonight', 'NN')]","['think', 'get']",['usf'],"['awesom', 'time', 'tonight']"
1087,ham,So that means you still think of teju,37,8,1,mean still think teju,"['mean', 'still', 'think', 'teju']","[('mean', 'NN'), ('still', 'RB'), ('think', 'VBP'), ('teju', 'NNS')]",['think'],[],"['mean', 'teju']"
1088,ham,"No I'm good for the movie, is it ok if I leave in an hourish?",61,18,1,good movi ok leav hourish,"['good', 'movi', 'ok', 'leav', 'hourish']","[('good', 'JJ'), ('movi', 'NN'), ('ok', 'JJ'), ('leav', 'NN'), ('hourish', 'NN')]",[],"['good', 'ok']","['movi', 'leav', 'hourish']"
1089,ham,No no:)this is kallis home ground.amla home town is durban:),60,15,1,kalli home home town durban,"['kalli', 'home', 'home', 'town', 'durban']","[('kalli', 'NN'), ('home', 'NN'), ('home', 'NN'), ('town', 'NN'), ('durban', 'NN')]",[],[],"['kalli', 'home', 'home', 'town', 'durban']"
1090,ham,So lets make it saturday or monday as per convenience.,54,11,1,let make saturday monday per conveni,"['let', 'make', 'saturday', 'monday', 'per', 'conveni']","[('let', 'VB'), ('make', 'VB'), ('saturday', 'JJ'), ('monday', 'FW'), ('per', 'IN'), ('conveni', 'NN')]","['let', 'make']",['saturday'],['conveni']
1091,ham,Hey... What time is your driving on fri? We go for evaluation on fri?,69,17,2,hey time drive fri go evalu fri,"['hey', 'time', 'drive', 'fri', 'go', 'evalu', 'fri']","[('hey', 'JJ'), ('time', 'NN'), ('drive', 'NN'), ('fri', 'NN'), ('go', 'VBP'), ('evalu', 'RB'), ('fri', 'RB')]",['go'],['hey'],"['time', 'drive', 'fri']"
1092,spam,"449050000301 You have won a �2,000 price! To claim, call 09050000301.",69,14,2,449050000301 price claim call 09050000301,"['449050000301', 'price', 'claim', 'call', '09050000301']","[('449050000301', 'CD'), ('price', 'NN'), ('claim', 'NN'), ('call', 'NN'), ('09050000301', 'CD')]",[],[],"['price', 'claim', 'call']"
1093,ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,72,19,1,go 4 lunch wif famili aft dat go str 2 orchard lor,"['go', '4', 'lunch', 'wif', 'famili', 'aft', 'dat', 'go', 'str', '2', 'orchard', 'lor']","[('go', 'VB'), ('4', 'CD'), ('lunch', 'NN'), ('wif', 'NN'), ('famili', 'NN'), ('aft', 'NN'), ('dat', 'NN'), ('go', 'VBP'), ('str', 'RB'), ('2', 'CD'), ('orchard', 'NN'), ('lor', 'NN')]","['go', 'go']",[],"['lunch', 'wif', 'famili', 'aft', 'dat', 'orchard', 'lor']"
1094,spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",156,32,3,bore speed date tri speedchat txt speedchat 80155 like em txt swap get new chatter chat80155 pobox36504w45wq rcd 16,"['bore', 'speed', 'date', 'tri', 'speedchat', 'txt', 'speedchat', '80155', 'like', 'em', 'txt', 'swap', 'get', 'new', 'chatter', 'chat80155', 'pobox36504w45wq', 'rcd', '16']","[('bore', 'RB'), ('speed', 'NN'), ('date', 'NN'), ('tri', 'NN'), ('speedchat', 'WP'), ('txt', 'VBZ'), ('speedchat', 'RB'), ('80155', 'CD'), ('like', 'IN'), ('em', 'NN'), ('txt', 'NN'), ('swap', 'NN'), ('get', 'VB'), ('new', 'JJ'), ('chatter', 'NN'), ('chat80155', 'NN'), ('pobox36504w45wq', 'NN'), ('rcd', 'VBZ'), ('16', 'CD')]","['txt', 'get', 'rcd']",['new'],"['speed', 'date', 'tri', 'em', 'txt', 'swap', 'chatter', 'chat80155', 'pobox36504w45wq']"
1095,ham,Cancel cheyyamo?and get some money back?,40,9,1,cancel cheyyamo get money back,"['cancel', 'cheyyamo', 'get', 'money', 'back']","[('cancel', 'NN'), ('cheyyamo', 'NN'), ('get', 'VB'), ('money', 'NN'), ('back', 'RB')]",['get'],[],"['cancel', 'cheyyamo', 'money']"
1096,spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,153,29,1,want 750 anytim network min 150 text new video phone five pound per week call 08000776320 repli deliveri tomorrow,"['want', '750', 'anytim', 'network', 'min', '150', 'text', 'new', 'video', 'phone', 'five', 'pound', 'per', 'week', 'call', '08000776320', 'repli', 'deliveri', 'tomorrow']","[('want', 'JJ'), ('750', 'CD'), ('anytim', 'NN'), ('network', 'NN'), ('min', 'VBD'), ('150', 'CD'), ('text', 'JJ'), ('new', 'JJ'), ('video', 'NN'), ('phone', 'NN'), ('five', 'CD'), ('pound', 'NN'), ('per', 'IN'), ('week', 'NN'), ('call', 'NN'), ('08000776320', 'CD'), ('repli', 'NN'), ('deliveri', 'NN'), ('tomorrow', 'NN')]",['min'],"['want', 'text', 'new']","['anytim', 'network', 'video', 'phone', 'pound', 'week', 'call', 'repli', 'deliveri', 'tomorrow']"
1097,ham,Ok.ok ok..then..whats ur todays plan,36,9,1,ok what ur today plan,"['ok', 'what', 'ur', 'today', 'plan']","[('ok', 'VB'), ('what', 'WP'), ('ur', 'JJ'), ('today', 'NN'), ('plan', 'NN')]",['ok'],['ur'],"['today', 'plan']"
1098,ham,Good morning princess! How are you?,35,8,2,good morn princess,"['good', 'morn', 'princess']","[('good', 'JJ'), ('morn', 'NN'), ('princess', 'NN')]",[],['good'],"['morn', 'princess']"
1099,ham,Aiyar sorry lor forgot 2 tell u...,34,8,1,aiyar sorri lor forgot 2 tell u,"['aiyar', 'sorri', 'lor', 'forgot', '2', 'tell', 'u']","[('aiyar', 'NN'), ('sorri', 'NN'), ('lor', 'NN'), ('forgot', 'VBD'), ('2', 'CD'), ('tell', 'NN'), ('u', 'NN')]",['forgot'],[],"['aiyar', 'sorri', 'lor', 'tell', 'u']"
1100,spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,156,34,3,take part mobil survey yesterday 500 text 2 use howev wish 2 get txt send txt 80160 c,"['take', 'part', 'mobil', 'survey', 'yesterday', '500', 'text', '2', 'use', 'howev', 'wish', '2', 'get', 'txt', 'send', 'txt', '80160', 'c']","[('take', 'VB'), ('part', 'NN'), ('mobil', 'NNP'), ('survey', 'NN'), ('yesterday', 'NN'), ('500', 'CD'), ('text', 'NN'), ('2', 'CD'), ('use', 'NN'), ('howev', 'NN'), ('wish', 'JJ'), ('2', 'CD'), ('get', 'NN'), ('txt', 'JJ'), ('send', 'NN'), ('txt', 'NN'), ('80160', 'CD'), ('c', 'NN')]",['take'],"['wish', 'txt']","['part', 'mobil', 'survey', 'yesterday', 'text', 'use', 'howev', 'get', 'send', 'txt', 'c']"
1101,ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,79,19,3,tonight mate catch sleep new number way,"['tonight', 'mate', 'catch', 'sleep', 'new', 'number', 'way']","[('tonight', 'NN'), ('mate', 'NN'), ('catch', 'NN'), ('sleep', 'VBP'), ('new', 'JJ'), ('number', 'NN'), ('way', 'NN')]",['sleep'],['new'],"['tonight', 'mate', 'catch', 'number', 'way']"
1102,ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",114,29,2,height shit situat guy throw luv letter gal fall brother head who gay,"['height', 'shit', 'situat', 'guy', 'throw', 'luv', 'letter', 'gal', 'fall', 'brother', 'head', 'who', 'gay']","[('height', 'NN'), ('shit', 'NN'), ('situat', 'NN'), ('guy', 'NN'), ('throw', 'VB'), ('luv', 'JJ'), ('letter', 'NN'), ('gal', 'JJ'), ('fall', 'NN'), ('brother', 'NN'), ('head', 'NN'), ('who', 'WP'), ('gay', 'VBP')]","['throw', 'gay']","['luv', 'gal']","['height', 'shit', 'situat', 'guy', 'letter', 'fall', 'brother', 'head']"
1103,spam,Ur HMV Quiz cash-balance is currently �500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,104,19,1,ur hmv quiz current maxim ur send hmv1 86688,"['ur', 'hmv', 'quiz', 'current', 'maxim', 'ur', 'send', 'hmv1', '86688']","[('ur', 'JJ'), ('hmv', 'NN'), ('quiz', 'NN'), ('current', 'JJ'), ('maxim', 'NN'), ('ur', 'JJ'), ('send', 'NN'), ('hmv1', 'NN'), ('86688', 'CD')]",[],"['ur', 'current', 'ur']","['hmv', 'quiz', 'maxim', 'send', 'hmv1']"
1104,ham,"So check your errors and if you had difficulties, do correction.",64,13,1,check error difficulti correct,"['check', 'error', 'difficulti', 'correct']","[('check', 'NN'), ('error', 'NN'), ('difficulti', 'NN'), ('correct', 'NN')]",[],[],"['check', 'error', 'difficulti', 'correct']"
1105,ham,Howz pain?hope u r fine..,25,8,1,howz pain hope u r fine,"['howz', 'pain', 'hope', 'u', 'r', 'fine']","[('howz', 'NN'), ('pain', 'NN'), ('hope', 'VBP'), ('u', 'JJ'), ('r', 'NN'), ('fine', 'NN')]",['hope'],['u'],"['howz', 'pain', 'r', 'fine']"
1106,ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,58,16,2,u wake alreadi thanx 4 e tau sar piah quit nice,"['u', 'wake', 'alreadi', 'thanx', '4', 'e', 'tau', 'sar', 'piah', 'quit', 'nice']","[('u', 'JJ'), ('wake', 'NN'), ('alreadi', 'NN'), ('thanx', 'VBD'), ('4', 'CD'), ('e', 'NN'), ('tau', 'NN'), ('sar', 'NN'), ('piah', 'NN'), ('quit', 'NN'), ('nice', 'NN')]",['thanx'],['u'],"['wake', 'alreadi', 'e', 'tau', 'sar', 'piah', 'quit', 'nice']"
1107,ham,K do I need a login or anything,31,8,1,k need login anyth,"['k', 'need', 'login', 'anyth']","[('k', 'NNS'), ('need', 'VBP'), ('login', 'CD'), ('anyth', 'NNS')]",['need'],[],"['k', 'anyth']"
1108,spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,120,21,2,dont forget place mani free request wish inform call 08707808226,"['dont', 'forget', 'place', 'mani', 'free', 'request', 'wish', 'inform', 'call', '08707808226']","[('dont', 'NN'), ('forget', 'VB'), ('place', 'NN'), ('mani', 'NNP'), ('free', 'JJ'), ('request', 'NN'), ('wish', 'JJ'), ('inform', 'NN'), ('call', 'NN'), ('08707808226', 'CD')]",['forget'],"['free', 'wish']","['dont', 'place', 'mani', 'request', 'inform', 'call']"
1109,ham,LOL ... No just was busy,24,6,1,lol busi,"['lol', 'busi']","[('lol', 'NN'), ('busi', 'NN')]",[],[],"['lol', 'busi']"
1110,ham,What * u wearing?,17,5,1,u wear,"['u', 'wear']","[('u', 'JJ'), ('wear', 'NN')]",[],['u'],['wear']
1111,ham,Oh:)as usual vijay film or its different?,41,11,1,oh usual vijay film differ,"['oh', 'usual', 'vijay', 'film', 'differ']","[('oh', 'RB'), ('usual', 'JJ'), ('vijay', 'NN'), ('film', 'NN'), ('differ', 'NN')]",[],['usual'],"['vijay', 'film', 'differ']"
1112,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,158,36,5,know u u know send chat 86688 let find rcvd ldn 18 year,"['know', 'u', 'u', 'know', 'send', 'chat', '86688', 'let', 'find', 'rcvd', 'ldn', '18', 'year']","[('know', 'VB'), ('u', 'JJ'), ('u', 'NNS'), ('know', 'VBP'), ('send', 'VBP'), ('chat', 'RB'), ('86688', 'CD'), ('let', 'NN'), ('find', 'VB'), ('rcvd', 'JJ'), ('ldn', 'NN'), ('18', 'CD'), ('year', 'NN')]","['know', 'know', 'send', 'find']","['u', 'rcvd']","['u', 'let', 'ldn', 'year']"
1113,ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,80,19,2,good day mine realli busi much tomorrow night,"['good', 'day', 'mine', 'realli', 'busi', 'much', 'tomorrow', 'night']","[('good', 'JJ'), ('day', 'NN'), ('mine', 'VB'), ('realli', 'NN'), ('busi', 'RB'), ('much', 'JJ'), ('tomorrow', 'NN'), ('night', 'NN')]",['mine'],"['good', 'much']","['day', 'realli', 'tomorrow', 'night']"
1114,ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,85,21,2,way send shade stuff wonder,"['way', 'send', 'shade', 'stuff', 'wonder']","[('way', 'NN'), ('send', 'VB'), ('shade', 'NN'), ('stuff', 'NN'), ('wonder', 'NN')]",['send'],[],"['way', 'shade', 'stuff', 'wonder']"
1115,ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,115,31,5,realli tot ur paper end long ago wat u copi ju got use u happi lar still haf 2 studi,"['realli', 'tot', 'ur', 'paper', 'end', 'long', 'ago', 'wat', 'u', 'copi', 'ju', 'got', 'use', 'u', 'happi', 'lar', 'still', 'haf', '2', 'studi']","[('realli', 'NN'), ('tot', 'NN'), ('ur', 'JJ'), ('paper', 'NN'), ('end', 'NN'), ('long', 'RB'), ('ago', 'RB'), ('wat', 'JJ'), ('u', 'JJ'), ('copi', 'NN'), ('ju', 'NN'), ('got', 'VBD'), ('use', 'JJ'), ('u', 'JJ'), ('happi', 'NN'), ('lar', 'NN'), ('still', 'RB'), ('haf', 'VBZ'), ('2', 'CD'), ('studi', 'NN')]","['got', 'haf']","['ur', 'wat', 'u', 'use', 'u']","['realli', 'tot', 'paper', 'end', 'copi', 'ju', 'happi', 'lar', 'studi']"
1116,spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",115,21,3,thank winner notifi sm good luck futur market repli stop 84122 custom servic 08450542832,"['thank', 'winner', 'notifi', 'sm', 'good', 'luck', 'futur', 'market', 'repli', 'stop', '84122', 'custom', 'servic', '08450542832']","[('thank', 'NN'), ('winner', 'NN'), ('notifi', 'JJ'), ('sm', 'NN'), ('good', 'JJ'), ('luck', 'NN'), ('futur', 'NN'), ('market', 'NN'), ('repli', 'VBD'), ('stop', 'JJ'), ('84122', 'CD'), ('custom', 'NN'), ('servic', 'VBD'), ('08450542832', 'CD')]","['repli', 'servic']","['notifi', 'good', 'stop']","['thank', 'winner', 'sm', 'luck', 'futur', 'market', 'custom']"
1117,ham,Babe ? I lost you ... :-(,25,9,2,babe lost,"['babe', 'lost']","[('babe', 'NN'), ('lost', 'VBD')]",['lost'],[],['babe']
1118,ham,Ok... Help me ask if she's working tmr a not?,45,13,1,ok help ask work tmr,"['ok', 'help', 'ask', 'work', 'tmr']","[('ok', 'JJ'), ('help', 'NN'), ('ask', 'VB'), ('work', 'NN'), ('tmr', 'NN')]",['ask'],['ok'],"['help', 'work', 'tmr']"
1119,ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,70,18,2,drive rain get caught e mrt station lor,"['drive', 'rain', 'get', 'caught', 'e', 'mrt', 'station', 'lor']","[('drive', 'NN'), ('rain', 'NN'), ('get', 'VB'), ('caught', 'VBN'), ('e', 'RB'), ('mrt', 'JJ'), ('station', 'NN'), ('lor', 'NN')]","['get', 'caught']",['mrt'],"['drive', 'rain', 'station', 'lor']"
1120,ham,Not a drop in the tank,22,6,1,drop tank,"['drop', 'tank']","[('drop', 'NN'), ('tank', 'NN')]",[],[],"['drop', 'tank']"
1121,ham,(That said can you text him one more time?),43,12,1,said text one time,"['said', 'text', 'one', 'time']","[('said', 'VBD'), ('text', 'IN'), ('one', 'CD'), ('time', 'NN')]",['said'],[],['time']
1122,ham,Ok i go change also...,22,6,1,ok go chang also,"['ok', 'go', 'chang', 'also']","[('ok', 'RB'), ('go', 'VB'), ('chang', 'NN'), ('also', 'RB')]",['go'],[],['chang']
1123,spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(�1.50p. m),139,37,4,1000 girl mani local 2 u r virgin 2 r readi 2 4fil ur everi sexual need u 4fil text cute 69911,"['1000', 'girl', 'mani', 'local', '2', 'u', 'r', 'virgin', '2', 'r', 'readi', '2', '4fil', 'ur', 'everi', 'sexual', 'need', 'u', '4fil', 'text', 'cute', '69911']","[('1000', 'CD'), ('girl', 'NN'), ('mani', 'VBD'), ('local', 'JJ'), ('2', 'CD'), ('u', 'JJ'), ('r', 'NN'), ('virgin', 'NN'), ('2', 'CD'), ('r', 'NN'), ('readi', 'VBD'), ('2', 'CD'), ('4fil', 'CD'), ('ur', 'JJ'), ('everi', 'NN'), ('sexual', 'JJ'), ('need', 'NN'), ('u', 'JJ'), ('4fil', 'CD'), ('text', 'JJ'), ('cute', 'NN'), ('69911', 'CD')]","['mani', 'readi']","['local', 'u', 'ur', 'sexual', 'u', 'text']","['girl', 'r', 'virgin', 'r', 'everi', 'need', 'cute']"
1124,ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,72,17,2,u find sitter kaitlyn sick slept day yesterday,"['u', 'find', 'sitter', 'kaitlyn', 'sick', 'slept', 'day', 'yesterday']","[('u', 'JJ'), ('find', 'VBP'), ('sitter', 'JJ'), ('kaitlyn', 'NN'), ('sick', 'JJ'), ('slept', 'NN'), ('day', 'NN'), ('yesterday', 'NN')]",['find'],"['u', 'sitter', 'sick']","['kaitlyn', 'slept', 'day', 'yesterday']"
1125,ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",91,20,1,sorri man accident left phone silent last night check til got,"['sorri', 'man', 'accident', 'left', 'phone', 'silent', 'last', 'night', 'check', 'til', 'got']","[('sorri', 'NN'), ('man', 'NN'), ('accident', 'NN'), ('left', 'VBD'), ('phone', 'NN'), ('silent', 'NN'), ('last', 'JJ'), ('night', 'NN'), ('check', 'NN'), ('til', 'NN'), ('got', 'VBD')]","['left', 'got']",['last'],"['sorri', 'man', 'accident', 'phone', 'silent', 'night', 'check', 'til']"
1126,ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,70,17,2,hey someth came last min think wun sign tmr hee,"['hey', 'someth', 'came', 'last', 'min', 'think', 'wun', 'sign', 'tmr', 'hee']","[('hey', 'NN'), ('someth', 'VBD'), ('came', 'VBD'), ('last', 'JJ'), ('min', 'NN'), ('think', 'VBP'), ('wun', 'JJ'), ('sign', 'NN'), ('tmr', 'NN'), ('hee', 'NN')]","['someth', 'came', 'think']","['last', 'wun']","['hey', 'min', 'sign', 'tmr', 'hee']"
1127,ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,140,31,4,adult would learn experi real danger dont like peep use drug dont need comment,"['adult', 'would', 'learn', 'experi', 'real', 'danger', 'dont', 'like', 'peep', 'use', 'drug', 'dont', 'need', 'comment']","[('adult', 'NN'), ('would', 'MD'), ('learn', 'VB'), ('experi', 'JJ'), ('real', 'JJ'), ('danger', 'NN'), ('dont', 'NN'), ('like', 'IN'), ('peep', 'JJ'), ('use', 'NN'), ('drug', 'NN'), ('dont', 'NNS'), ('need', 'VBP'), ('comment', 'NN')]","['learn', 'need']","['experi', 'real', 'peep']","['adult', 'danger', 'dont', 'use', 'drug', 'dont', 'comment']"
1128,ham,Hey! There's veggie pizza... :/,31,9,2,hey veggi pizza,"['hey', 'veggi', 'pizza']","[('hey', 'NN'), ('veggi', 'NNS'), ('pizza', 'VBP')]",['pizza'],[],"['hey', 'veggi']"
1129,ham,Yun buying... But school got offer 2000 plus only...,52,11,2,yun buy school got offer 2000 plu,"['yun', 'buy', 'school', 'got', 'offer', '2000', 'plu']","[('yun', 'NN'), ('buy', 'VB'), ('school', 'NN'), ('got', 'VBD'), ('offer', 'NN'), ('2000', 'CD'), ('plu', 'NN')]","['buy', 'got']",[],"['yun', 'school', 'offer', 'plu']"
1130,ham,You sure your neighbors didnt pick it up,40,8,1,sure neighbor didnt pick,"['sure', 'neighbor', 'didnt', 'pick']","[('sure', 'JJ'), ('neighbor', 'NN'), ('didnt', 'NN'), ('pick', 'NN')]",[],['sure'],"['neighbor', 'didnt', 'pick']"
1131,ham,K. I will sent it again,23,6,1,sent,['sent'],"[('sent', 'NN')]",[],[],['sent']
